time,distance,speed,first,second,third
0.02,0.002160311,0.1407504,-1.702362,43.23425,-77.68289
0.04,0.002224684,0.003218651,-0.6478882,46.60483,-82.58014
0.06,0.001817465,-0.02036095,0.01216675,47.62835,-84.38913
0.08,0.0009125471,-0.04524589,-1.002258,47.16711,-84.32846
0.09999999,0.0005663633,0.2966702,-2.881592,31.77013,-61.80792
0.12,0.007702231,0.3567934,-2.623047,30.52474,-58.88916
0.14,0.01562881,0.3963292,-2.315948,29.21067,-55.64447
0.16,0.02453625,0.4453719,-2.285828,28.09986,-52.48557
0.18,0.03411496,0.4789352,-2.492981,26.51258,-49.18039
0.2,0.04405177,0.4968405,-2.437805,25.03443,-45.98047
0.22,0.05390799,0.4928112,-2.088104,24.12857,-43.49316
0.24,0.0636282,0.4860103,-2.053711,23.22686,-41.06702
0.26,0.0732367,0.4804254,-1.549438,21.73279,-37.9415
0.28,0.08231556,0.453943,-0.9946289,20.00976,-34.74191
0.3,0.0902946,0.3989518,-0.3773804,18.18887,-31.5502
0.32,0.09741521,0.3560305,0.2461518,16.3018,-28.08545
0.34,0.1034724,0.3028572,0.6358625,14.40433,-24.42169
0.36,0.1084914,0.2509534,0.8239027,12.99219,-20.90463
0.38,0.1129487,0.2228618,0.7742517,11.76126,-17.24487
0.4,0.1170442,0.2047777,0.8022441,10.59779,-13.42337
0.42,0.1207476,0.1851678,1.166912,9.477688,-9.658875
0.4400001,0.1245848,0.1918614,1.509044,8.332684,-6.136292
0.4600001,0.1299157,0.266546,1.70254,8.949037,-5.393097
0.4800001,0.136771,0.3427625,1.883678,10.47838,-6.245697
0.5000001,0.1448883,0.4058659,2.097685,12.37792,-7.596588
0.52,0.1538646,0.448817,2.343008,14.36378,-8.939331
0.54,0.1633763,0.4755855,2.582384,16.3261,-10.13733
0.56,0.1729454,0.4784524,2.409811,18.67556,-11.5304
0.58,0.1825829,0.4818738,1.846417,20.65405,-12.21207
0.6,0.1925863,0.5001724,1.437554,22.48616,-12.92767
0.6199999,0.2017813,0.4597485,1.335216,24.14333,-14.36179
0.6399999,0.2078583,0.3038526,0.8944839,25.56082,-16.77145
0.6599999,0.2110051,0.1573384,0.8966233,27.56018,-19.45145
0.6799999,0.2132477,0.1121283,1.247207,29.44263,-21.28036
0.6999999,0.2160361,0.1394212,1.659459,31.29283,-22.65686
0.7199998,0.2202899,0.2126932,1.919655,33.09197,-23.93631
0.7399998,0.2264394,0.3074706,2.027848,34.85436,-25.27191
0.7599998,0.2342192,0.3889918,2.025836,35.84127,-26.01294
0.7799998,0.2442147,0.499773,2.122646,36.64073,-26.50406
0.7999998,0.2564548,0.6120086,2.286414,37.40606,-26.85608
0.8199998,0.2710098,0.7277489,2.494589,38.16669,-27.10312
0.8399997,0.2875832,0.8286715,2.65716,38.91692,-27.28421
0.8599997,0.3053188,0.88678,2.817698,38.44641,-26.23367
0.8799997,0.3231206,0.8900881,2.926502,37.5496,-25.12964
0.8999997,0.3395821,0.8230746,2.859307,36.45009,-24.12695
0.9199997,0.3546139,0.7515907,2.793866,35.31483,-23.10208
0.9399996,0.3682021,0.6794095,2.883858,34.21528,-22.24493
0.9599996,0.3808696,0.6333768,3.222081,32.54194,-20.89606
0.9799996,0.3929176,0.6024003,3.573548,30.66555,-19.46835
0.9999996,0.4045869,0.5834639,3.896497,28.71944,-18.06558
1.02,0.4160269,0.5720019,4.164719,26.75095,-16.72015
1.04,0.4274026,0.5687833,4.405312,24.78236,-15.43729
1.06,0.4385318,0.556457,4.501923,23.14605,-14.69397
1.08,0.4488935,0.5180895,4.63604,21.61123,-14.2421
1.1,0.4590433,0.5074859,5.156916,20.22322,-13.59427
1.12,0.468639,0.4797876,5.45258,18.77556,-12.39722
1.14,0.4782583,0.4809618,4.997477,17.35622,-10.79648
1.159999,0.4879034,0.4822552,4.791674,17.51237,-10.83591
1.179999,0.4975417,0.4819155,4.813556,18.24105,-11.63065
1.199999,0.5071938,0.4826069,4.939737,19.15008,-12.75516
1.219999,0.5170598,0.4933,5.0419,20.11247,-14.00668
1.239999,0.5269934,0.4966795,5.080446,21.09096,-14.89276
1.259999,0.537043,0.5024791,5.145556,22.67286,-15.88107
1.279999,0.5467477,0.4852355,4.809451,24.59758,-17.23547
1.299999,0.5543872,0.3819764,4.115577,26.13302,-19.28473
1.319999,0.5591583,0.2385557,3.692552,28.00062,-22.05392
1.339999,0.5611802,0.1010954,3.855909,29.93409,-24.86322
1.359999,0.5614851,0.01524091,4.312485,31.69858,-26.84451
1.379999,0.5625918,0.05533695,4.897913,33.43789,-28.05212
1.399999,0.5657057,0.1556933,5.31184,35.09277,-28.78757
1.419999,0.5713289,0.2811611,5.519526,36.65349,-29.41547
1.439999,0.5794156,0.4043341,5.79099,38.16337,-29.97525
1.459999,0.5898372,0.5210817,6.139208,38.59974,-29.47815
1.479999,0.6029835,0.6573141,6.497083,38.72979,-28.50635
1.499999,0.6184149,0.7715702,6.854007,38.78178,-27.35107
1.519999,0.6358266,0.8705854,7.221773,38.80652,-26.12808
1.539999,0.6547828,0.9478092,7.591717,38.81625,-24.96765
1.559999,0.6738468,0.9532034,7.923213,37.55925,-22.81088
1.579999,0.6918361,0.8994639,8.164975,35.85378,-20.90759
1.599999,0.7083514,0.8257627,8.205425,33.97163,-19.7225
1.619999,0.7242388,0.794369,7.997682,32.10056,-18.42667
1.639999,0.7394203,0.7590771,8.118143,30.21231,-17.05206
1.659999,0.7539295,0.7254601,8.472644,28.18766,-15.70395
1.679999,0.7670811,0.6575823,8.758709,26.15945,-14.5343
1.699999,0.7796022,0.6260514,9.218741,24.29221,-13.18478
1.719999,0.7913672,0.5882502,9.279152,22.33049,-11.20685
1.739999,0.8026053,0.5619049,8.855079,20.41353,-8.89566
1.759999,0.8136778,0.5536258,8.470038,19.95522,-7.931152
1.779999,0.8244573,0.538975,8.181724,20.02955,-7.534302
1.799999,0.8349752,0.5258977,7.984623,20.2851,-7.395355
1.819999,0.8453411,0.5182922,7.790282,20.59303,-7.375702
1.839999,0.8556595,0.5159199,7.566247,20.90986,-7.422638
1.859999,0.866241,0.5290747,7.143457,22.39083,-8.791809
1.879999,0.8772186,0.5488813,6.63206,24.25822,-10.664
1.899999,0.888276,0.5528688,6.07241,26.16626,-12.76682
1.919999,0.8979642,0.4844129,5.47811,28.02186,-15.47757
1.939999,0.9043517,0.3193736,4.693207,29.71016,-18.5784
1.959999,0.9074969,0.1572609,4.412055,31.29454,-21.29453
1.979999,0.9091507,0.08268952,4.491059,32.93799,-23.35651
1.999999,0.9106206,0.07349253,4.715724,34.6105,-24.90167
2.019999,0.9126972,0.1038313,4.825515,36.26561,-26.30801
2.039999,0.9159547,0.1628757,4.81168,37.88622,-27.77942
2.059999,0.9210231,0.2534211,4.759577,38.87633,-28.87491
2.079999,0.9282674,0.3622115,4.927503,39.68382,-29.82379
2.099999,0.9382759,0.5004287,5.139256,40.44728,-30.58896
2.119999,0.9512411,0.6482601,5.302961,41.20756,-31.12991
2.139999,0.9671851,0.7972002,5.459402,41.9677,-31.43793
2.159999,0.9851855,0.9000182,5.636292,41.53272,-30.41342
2.179999,1.00411,0.9462476,5.742984,40.67166,-29.15155
2.199999,1.022965,0.942719,5.792316,39.65388,-28.16272
2.219999,1.040569,0.8802176,5.615354,38.50457,-27.23572
2.239999,1.056765,0.8097768,5.599188,37.38096,-26.52325
2.259999,1.071629,0.7432103,5.783172,36.07553,-25.91733
2.279999,1.085326,0.6848335,6.077046,34.68579,-25.53436
2.299999,1.09838,0.6527424,6.34295,33.25272,-25.27063
2.319999,1.110777,0.6198168,6.558493,31.7701,-25.03036
2.339998,1.12207,0.5646706,6.750011,30.18704,-24.7009
2.359998,1.132196,0.5062938,6.680796,28.70664,-24.26706
2.379998,1.141507,0.46556,6.595588,27.42292,-23.76895
2.399998,1.150566,0.4529595,6.214539,26.16926,-22.84967
2.419998,1.15982,0.4626751,5.772883,24.89444,-21.45593
2.439998,1.169508,0.4844069,5.312366,23.59742,-19.68668
2.459998,1.178963,0.4727602,4.970948,23.40462,-19.24655
2.479998,1.187483,0.4260063,4.705863,23.65428,-19.77985
2.499998,1.195453,0.3984571,4.493685,24.03675,-20.66483
2.519998,1.203162,0.3854513,4.268918,24.46311,-21.25256
2.539998,1.21059,0.3714442,4.054873,24.78644,-20.70413
2.559998,1.218694,0.4051924,3.698678,26.30674,-20.78839
2.579998,1.227729,0.4517198,3.166278,27.91075,-20.48904
2.599998,1.237454,0.4862785,2.496946,29.44748,-20.05807
2.619998,1.246745,0.4645348,1.733413,30.83296,-20.11328
2.639998,1.255147,0.4201174,0.7214017,32.3555,-21.18277
2.659998,1.259968,0.2410173,-0.5739136,33.83651,-22.83008
2.679998,1.262224,0.1128197,-0.7617798,35.51866,-24.19263
2.699998,1.263248,0.05117655,-0.4685059,37.32322,-25.22
2.719998,1.264215,0.04836321,-0.2631531,39.13663,-26.02573
2.739998,1.265684,0.07348061,-0.1691589,40.93607,-26.82693
2.759998,1.268437,0.1376271,0.3853692,42.10149,-27.08566
2.779998,1.273517,0.2539754,1.071526,43.06383,-27.13828
2.799998,1.281424,0.3953934,1.79054,43.88965,-26.96988
2.819998,1.292111,0.534308,2.388642,44.67001,-26.6192
2.839998,1.305942,0.6915808,2.980603,45.45419,-26.04172
2.859998,1.322466,0.8261681,3.220089,45.6007,-24.75055
2.879998,1.341485,0.9509563,3.368126,45.56985,-23.14551
2.899998,1.362557,1.053631,3.498138,45.49241,-21.43887
2.919998,1.385153,1.129794,3.622962,45.3973,-19.77927
2.939998,1.408765,1.180589,3.725722,45.29047,-18.29724
